"VaR","ES"
-0.016774583070122,-0.0218676483980468
-0.0163293105560003,-0.0213178172585884
-0.0156943003446237,-0.0212754373375519
-0.0153816103672157,-0.0205849309654595
-0.0150467303622772,-0.0201002014751589
-0.0145717974880892,-0.0194591984893482
-0.0145536075677861,-0.0193606340297287
-0.0144399016030941,-0.0192198731170665
-0.0137642827977633,-0.0187564992526363
-0.0137836208437759,-0.018385203373555
-0.0133122854044225,-0.0186955865225568
-0.0132335005345841,-0.018075334502837
-0.0130826146720012,-0.0173867380944335
-0.0125808723208487,-0.0173412318922373
-0.0124921037022679,-0.0168672479430467
-0.0122949951381653,-0.0167178327099219
-0.0128416672862941,-0.0176368596959846
-0.0129665979504245,-0.0172132804505473
-0.0137762482496495,-0.019380100364729
-0.0137306082933958,-0.0186019971608759
-0.0137883635950012,-0.018409487700144
-0.0143338106190097,-0.0193849366349485
-0.0147192377405199,-0.0192484748359552
-0.014489496643859,-0.0192300583917524
-0.0140757265569156,-0.018928077123431
-0.0136411379051758,-0.0186236021012401
-0.0137401148913753,-0.0180531278460719
-0.0134456848360194,-0.0189081796829048
-0.0145958927689441,-0.0193297189267483
-0.0149804888740581,-0.0210802922843298
-0.0149845205415998,-0.0202104226811831
-0.0144583343348675,-0.0193486625415606
-0.0139376449482559,-0.0190515686113313
-0.0139552786145642,-0.0183281564342378
-0.0135769034112033,-0.0179356376375184
-0.0134629080707234,-0.0178278576698536
-0.0130096949858456,-0.0178351049706397
-0.0126648726384053,-0.0178251185795614
-0.0128361029582187,-0.0171638387192077
-0.0129024926548444,-0.0173515199826609
-0.0126617154902141,-0.0171665387788021
-0.0123383610198463,-0.0172780132350619
-0.0124325321513617,-0.0169434359854294
-0.0138473290390037,-0.0193902956307993
-0.0142955671488114,-0.0192939690401037
-0.0141817745005711,-0.0190556400818426
-0.0137036439442124,-0.0187503580634001
-0.014083378605787,-0.0188448181470021
-0.0140705177451199,-0.0186648813700934
-0.014886011495636,-0.0197513277539728
-0.0144339008838871,-0.0197404362977918
-0.0145129452109429,-0.0192206754111105
-0.0137904078172698,-0.0186980087638885
-0.0140728936934394,-0.0186507523720343
-0.0142183387107177,-0.0189340198421657
-0.0142577085165039,-0.0189833456967785
-0.0136763595573984,-0.0190042177518742
-0.0141110391371428,-0.0193670856362043
-0.0138731645546916,-0.0189391492727967
-0.0136913932898912,-0.0191714089727902
-0.013370640355658,-0.0184103872576048
